,user,txt
1364,T3dmaUJBakV4Qi9VL3FWSlNVY3RlQT09,하다라보 고쿠쥰 로션이랑 밀크 크림세트 행사해서 저렴하게 잘 샀어요 수분부족 극지성 피부인데 환절기엔 특히 속 당김이 심해서 이거쓰면 좀 촉촉한거 같아요 겨울에도 좋은거 같아요 로션이 스킨제형이고 밀크가 우리가 아는 그 로션 이에요 크림은 덤으로 패키지에 따라와서 꿀 이득이네요 히알루론산과 히알루론 바이옴이라고 유산균만 발효시킨 하다라보 레시피 성분이 들어가 있다고 하며 무인공향 무색소 무에탄올 무탤크 무미네랄오일 무파란벤이라 성분도 너무 착한거 같아요 세안후 로션제품을 얼굴에 잘 펴 바르고 가볍게 두드려 주면 흡수되고 그 다음 밀크를 발라 흡수시켜주면 벌써 쫀쫀해지는걸 느낍니다 마지막으로 크림까지 발라주면 다른 기초 아이크림 에센스 필요없이 기초바르는건 끝이네요 세상 유명한 하다라보 제품이다 보니 모르는 사람은 없을것이다 처음 일본여행가서 알게된건 그냥 하얀색 통 수분 라인 제품이었는데 나이가 들다보니 조금더 고보습을 찾게되고 엄청 지성이였는데 수분부족지성이고 이마 코 빼고는 건성으로 피부가 변한거같아 겨울엔 입주위에 각질도 생긴다 특히 이제품은 데일리도 좋지만 겨울이랑 환절기때 바르면 정말 대박인제품이다 얼굴에 보습막을 형성 한다고 하는데 정말 스킨 딱 바르자마자 얼굴에 막이 한겹 쌓인것같은 느낌 딱 든다 설화수 쓰시던 엄마께도 선물했는데 왜 이제알았냐며 그동안 비싼 제품 괜히쓰셨다고 이렇게 말씀하실 정도로 맘에들어 하셨다 정말 극 건성인 어르신들께는 이제품과 프리미엄 크림을 더 추천드린다 아쉬운점은 올영에서 크림은 취급안하고 대신 퍼팩트젤을 판매하는데 크림도 팔았으면 좋겠다씨제이 택배 파업 지역이라 온라인 구매 못해 오늘 드림 픽업두 않돼고 매장 직접가서 구매했는데 온라인보다 매장이 비쌈 왜 같은제품인데 그럴까 매장에 재고가 있으면 오늘 드림 될수 있게 해줬음 좋겠다 그럼 온라인가격에 구입할수 있으니 일단 하다라보 고쿠쥰 프리미엄은 보습력이 강해서 악건성이신 엄마두 너무 좋아하셔 구매했다 로션자체 제형이 물이 아니라 끈적끈적 하니 바르고 좀 두드려 흡수시켜주면 쫀득쫀득 해지는걸 바로 알수 있다 제품자체 포장에도 극건성 구원템이라 써있으니 말이다 여기에 프리미엄 크림까지 같이쓰면 정말좋은데 올리브영에는 프리미엄크림은 없고 퍼팩트젤만 판매해서 너무 아쉽다 그래도 스킨 개에 로션 개가 원이면 거져 산것이나 다름 없어서 매장에서 구매
1365,T3pJWjEzdGJaNS9PTFhZSGhaakxaUT09,올인원 로션 제품 하나만 계속 쓰다가 매장에 제고가 없길레 세트로 샀더니 훨씬 만족중 미스트 뿌리니까 확실이 기름기가 살아진거 같음
1366,TC84Q3F6b1dvazJoemsvTldCS01tQT09,피지오겔은 크림만 써봤고 로션은 처음 구매해봤어요 요즘 날씨에 사용하기 딱좋고 흡수도 잘되네요 크림 수분크림 슬리핑팩 오일 아이크림은 저한테 제일 잘맞는 제품이 무엇인지 알고 사용중이에요 그런데 제일 기본이라고 할수 있는 스킨로션을 딱 이거다 하는 걸 찾기어렵네요 유명한 토너는 많지만 제가 원한건 스킨로션 세트였거든요 결론적으로 가장 기본적인 스킨로션을 원했는데 가격도 저렴하고 마스크팩이 특히 만족스러웠어요 그런데 제가 건성이라 그런지 스킨로션을 발라도 촉촉하다거나 그런 느낌을 받기는 힘드네요 저처럼 어짜피 세럼 크림 등 다른걸 바를테니 가벼운 스킨로션을 원하시는 분은 구매하셔도 될 것 같아요올인원 제품중에 순한걸로 찾다가 선택했어요 선물한건데 피부와 잘 맞으면 좋겠네요
1367,TDF6aTdBMHozVWVVQnBWeWYyTWZMdz09,촉촉하구 좋아요 물토너라서 가볍게 쓰기 좋아요 저는 펑펑쓰는중진정에좋아용 요즘 좁쌀많이 나서 힘든데 스킨팩많이 해주려고 구매했습니당
1368,TDFjT3lpcFdjcGV4N2tzSElLTWRNZz09,저는 워낙 예민한 피부라 화장품 바꾸면 바로 트러블이 올라와요 심지어 세안제만 바꿔도 문제가 생겨서 몇년째 한 제품만 사용중이었는데요 오랜시간 한 제품만 바르니 슬슬 지겹기도해서 이제품 신청해봤습니다 민감한 피부가 사용해도 자극이 도 없었어요 정말 듬뿍 촵촵 발라도 자극 전혀 없었고 오히려 일주일정도 꾸준히 사용했더니 피부속에서 광이 살짝 나더라구요 보습에도 좋은 제품이에요 제가 속당김이 있는 편인데 속당김도 어느정도 해소가 되구요 피부가 편안했어요 지성피부가 사용하기도 무난해요 수부지인데 무겁다는 느낌 전혀 없어요 완전 유전터지는 극지성인 분들은 좀 무겁다고 느끼실 수도 있을거에요 근데 웬만해서는 모든 피부가 사용할 수 있지 않을까 싶습니다 단점은 향이 좀 있구요 무향을 선호하다니보니 그래요 가격대가 좀 부담스러워요 그래도 저는 구매의사 있어요
1369,TDNVdWlnWGV2dDE3QVdLRGVmbEhrQT09,자극없이 순하게 발리고 펌프형이라 편리해요 에스트라 아토베리어라인은 믿고 사용합니당 순둥이로션
1370,TDQ2UVFLT0MvL3FpTlRKZHhQNnRRZz09,독도 토너 잘썼던 기억이 있기도 하고 동생도 토너 잘쓰고 있어서 이번에 대용량 로션으로 사줬습니다 순하고 가벼워서 지성피부가 여름에 가볍게 사용하기 너무 좋은 것 같아요
1371,TDV0Q0FQb1Z4WktSRW9HR2tBU3JjQT09,나의 쟁여탬으로 잘 쓰고있어요 감사합니다 할인의할인을 덯해서 샀으니 좋으네요 먾이 새요
1372,TDZPWHE5dmpaUkFwUkl1OWFtcWdkdz09,피부가 따로 댕기는것도 없이 좋은거 같아요 건성이라 몇번 고민하고 샀었는데 너무 좋네요
1373,TDdWMGNsSjNCRmJnQmxjMnJTY0R6dz09,허걱 너무 좋아요 토너유목민 정착이에요 깔끔하고 촉촉하고 잔여감 없이 피부가 매끈해져요
1374,TDdiTTNOODh1L0RKbjJNcUYwZVdGQT09,엄청 유명한 제품이여서 믿고 주문했는데 확실이 유명한 이유가 있었네요 각질제거에도 좋고 자극이 적어서 좋습니다
1375,TDhxWmIvQ3NvUFc0ekJGNCtKSklBQT09,혹시 케이스 바꾸면서 내용물 성분도 바뀐걸까요 예전에는 트러블 잔뜩 났을 때 이거 하나 바르면 싸악 진정되고 그랬는데 이젠 그런게 없네요 아숩
1376,TE1OK3JHelg0cFQ1ZEU0WllEVWRiZz09,잘 사용하고 있습니다 적당한 수분기에 특별한 장점은 없지만 단점도 없어 만족합니다
1377,TE8wUHBvdDZ1SHJTY1FMRk1ERTZUZz09,대용량으로 샀더니 든든하네요 수분감 가득해서 스킨팩으로 사용 중이에요 리뷰 적기 직전에도 하나 만들어 이마에 붙여두었답니다 스킨을 아낌없이 쓰는 편이라 가성비 중요시 여기는데 가격 괜찮은 것 같아요 향은 그냥 무난해요 스킨에 향이 있는 걸 안 좋아해서 무난한 향 합격입니다 제가 가끔 보는 뷰티 유투버의 추천으로 구매했어요 토너이지만 점성이 살짝 있고 솜 사용하지않고 바르는 중이에요 얼굴이 밝아지는 것 같기도하고 점성있는 토너로는 만족스러우 요 사진보면 마치 탄산인 것 처럼 방울방울 져있어요
1378,TEFFNmpPakk1V1AxMHZRRjh0S0ZNUT09,히알루론산이 잘 맞아서 벌써 몇 통 비웠는지 몰라요 제발 단종만 되지 말아라
1379,TEI4ZlB4ZmdxYmxDdDU2aUJNT1Ywdz09,어버이날 선물로 아빠한테 선물했어요 아빠가 평생 스킨만 바르거나 아예안바르거나 그렇게 사신분인데 요즘들어 기미나 검버섯도 많이생기면서 피부관리에 관심이 생기신것 같더라구요 선크림은 집에 있는거 드렸는데 이젠 나이가 나이인지라 건조해질 타이밍이어서 로션도 함께 선물했어용 끈적이지않고 바로 흡수되어서 아주 만족스러워 하시네요
1380,TEYyUHo0c0JoeEZFTTJOb0l3VSsrQT09,겨울에 사용하기 좋은 스킨 숫자토너 번 피부에 보습과 약간의 광채도 돌고 촉촉하게 끈적이기않게 흡수되요 저는 잘 쓰고 있습니다 다만 발효성분이 있다고 하니 민감하고 예민한 피부룰 가지신 분들에게는 성분 및 피부에 확인 후 사용하시길 아누아 어성초 좋다고만 들었지 저번 올영세일때 토너팩하고 좋아서 다음날 바로 또 앰플이랑 샀어요 이후 계속 토너팩했었는데 조금의 변화가 보였어요 사람마다 개인차이가 있겠지만 저는 피지조절 모공이 줄어든 느낌 그리고 마스크 때문에 조금씩 나타난 트러블 진정에 효과 좋은거 같아요 여드름피부에게도 좋다고 했었는데 진짜 맞는듯 다 쓰면 스킨은 아누아로 쓸듯 향도 좋아서 토너팩하면 힐링되서 좋아요
1381,TEZxUHRYM0pjRkVaQ2U0eVBUSm1EUT09,넘버즈인 클렌징 폼이랑 클렌징 오일을 잘 쓰고 있어요 마침 토너를 사야했는데 이 브랜드 토너는 안 써봐서 이번 기회에 구매했습니다 저한테 잘 맞는 토너를 구매하게 되어서 좋네요 우선 제형은 물 같아요 색도 없고 화장솜에 덜어냈을 때에도 물처럼 보였어요 마무리감이 산뜻해요 토너 제품들 중에서 끈적하게 마무리가 되는 제품들이 있어요 근데 이 제품은 그렇지 않았어요 평소에 끈적이는 화장품들 싫어하는 저한테 아주 좋은 제품이었습니다 닦토로 쓰기 좋았어요 토너팩으로 쓰셔도 되지만 닦토로 썼을 때 아주 좋았어요 아무래도 깔끔하고 산뜻한 마무리감이 있어서 그런 것 같아요 지성인 제가 쓰기에 건조한 느낌은 없었어요 건성이신 분들은 어떨지 모르겠지만 지성인 제가 썼을 때 딱 좋았어요 넘버즈인 제품들을 잘 쓰고 있어서 구매하게 된 제품인데 토너도 정말 괜찮네요 가볍고 산뜻한 토너 찾으시는 분들께 추천해요 아빠가 항상 쓰시는 제품입니다 재구매를 많이 했어요 아빠가 질려서 바꾸시지 않는 이상 또 구매할 것 같아요 애프터쉐이브는 물스킨입니다 제형이 물이었어요 에멀전은 시럽 같은 제형이었습니다 두 제품 모두 향 자체는 강하지 않았어요 향이 없지는 않은데 딱 적당한 남자 화장품 냄새였어요 선물용으로 구매하기 딱 좋은 제품입니다 저는 아빠가 쓰실 용도로 구매했지만 남자 선물로 괜찮아요 스킨 로션 구성인 것도 마음에 들고 작은 사이즈 제품이 있어서 좋아요 남성 기초 화장품 찾으시는 분들께 추천해요
1382,TEZzeTJJV2dyQ0hjZlBQdzVMS0twQT09,아빠가 쓰는데 아빠특 얼굴만 바르는게 아니라 이곳 저곳 다 바름 사드리고 나서 촉촉해졌다고 좋아하는 아빠를 보니 뿌듯하네효
1383,TEhRZGVNSCtwWXhTRW80UEoyWUFZUT09,민감성 피부입니다 그래서 자극 없이 순한 제품만 사용하는데 이 제품을 발견하고 벌써 세통째 구매하여 사용하고 있어요 민감성 피부는 끈적이지도 않고 너무 건조하지도 않은 제품을 사용해야 트러블이 안 올라오는데 이 제품은 트러블도 나지 않아서 좋아요 피부 자체에 손으로 두들기면 흡수도 잘 되고 밤 사이에 보습도 너무 잘 되는 제품이에요 저는 두겹 정도 여러겹 올려 바르는데도 그대로 흡수가 되어서 피부가 좋아지는 느낌 냄새 자체도 거의 무향에 가까워서 부담없이 피부에 올려도 어지럽거나 거부감이 들지 않습니다 약 반개월동안 사용한 후기는 피부에 트러블이 많이 가라앉았다는 겁니다 정말 순한 제품이고 피부도 진정 시켜주는 느낌입니다 아무래도 이 제품에 계속 정착하여 사용하지 않을까 싶어요
1384,TEpiTHdsNUVDVlFwRC9MQm4wb3dXZz09,남자친구가 항상 잘 쓰고있는 토너에요 가격이 저렴해서 팍팍쓰기 좋습니다
1385,TEwyd2cyVkxHZGJ0UFRrekQ4OGtudz09,올리브영 세일이고 마침내 사용하던 로션을 다 써서 우세린브랜드로 샀어요 유세린 크림 아이크림 사용중이라 브랜드제품 믿고 샀어요 발림도 질감도 좋고 미백 효과도 있다니 믿고 씁니다 다음에도 재구매할꺼에요
1386,TExydmEwTE14a3g3ekluZnd2bVVLUT09,많이 샀는데 좀 서운 그래도 대중성있는상품이에요 구매해보세요 하가라보준코 기획셋트구성이좋은거같어요 이런구성셋트 앞으로도 부탁드려요
1387,TFA0MlQzZWFYbVE1ait0bCt1SUVkUT09,글로오아시스 프로바이오틱스 플러스 애프리콧 오일 밀크듀 밸런싱 토너 이 제품은 좋은 기회에 만나볼 수 있었던 제품이었었고요 확실히 프로바이오틱스 같은 성분들이 들어가있어서 그런지 몰라도 피부가 다음날 매끈해 지면서도 깔끔한 메이크업 피부표현을 할 수 있다는 점이 좋은 것 같더라고요 하루종일 일하느라 지친 피부와 미세먼지 때문인지 모르겠지만 피부가 폭삭 늙은 느낌 푸석거리는 피부가 문제이긴 한데 세안을 하고 나서도 뭔가 잘 안 닦인 듯한 그런 답답한 잡티 검버섯같은 느낌들이 가득했는데 세안하고 나서 톡톡 패드에 두들겨서 잔뜩 머금게 한후 부드럽게 닦아내면 마치 피부가 반지르르르한 도자기 피붓결로 싹 변화된다는 것이 느껴져서인지 너무 만족하면서 쓰게 될 제품인 것 같아요 더 써볼 생각입니당
1388,TFA5VXFuMFdrcmpqRG4zUG8yb0M3Zz09,순해요 알레르기 올라와서 스킨케어 바꿨는데 잘 한 거 같아여순해요 알레르기 올라와서 스킨케어 바꿨는데 잘 한 거 같아여차앤박 제품 여드름에 좋은 거 같아여 다른 제품들도 같이 샀는데 좋아여 물 토너 느낌이에여
1389,TFBuTFFLbEdLcWhVazdpbStxdnEwdz09,트러블 고민잡는 산뜻하면서 진정 약산성 토너는 건좐 피부 컨디션과 피부의 묵은 각질로 인한 트러블들을 스킨이 케어해 준다고 하고요 로션은 피부 트러블 고민잡는 촉촉 진저 저자극 성분으로 건조한 피부컨디션과 묵은 각질로 인한 트러블을 케어해 주고 미니 사이즈의 스킨과 로션 그리고 카밍 릴리프 아크네 폼이 씩 들어 있는 세트구성인데요 묵은각질과 트러블에 좋은 성분이라고 되어 있는 제품답게 여드름성 피부에 사용하면 좋은 제품입니다 아미노 성분이 들어 있어서 과다 각질을 제거하는데 도움이 되고 수분을 촉촉하게 머금어 매끈한 피부가 될 수 있게 케어가 가능하다고 하는데요 좀 묽은 느낌의 스킨과 로션으로 피부 이상없이 꾸준히 사용하고 있는 중인데 사용하고 나서는 피부 당김도 별로 안 느껴지고 트러블도 덜 올라오는 것 같아 지금까지 꾸준하게 사용하고 있는 중입니다 기프트로 되어 있는 미니 사이즈는 여행시 아주 유용하게 사용하게 될 것 같아요 향은 거의 느껴지지 않습니다 판매가도 확인해 보니 가성비 좋은 제품이고요 트러블 민감 피부용이라 그런지 엄청 순한 느낌입니다 보습력이 좋아 건조한 피부에도 좋을 것 같아요구성품은 바이오힐보 프로바이오덤 리페어 스킨소프너 바이오힐보 프로바이오덤 리페어 에멀전 리프팅 크림으로 구성된 선물용으로 선물하기 위해 구입했습니다 받으신 분이 기분좋아 하시고 사용해 보니 마음에 들어 하시니 너무 좋습니다
1390,TFJ3MUNiTXlJMEZyNDBMQmNMd2RtUT09,포장지에 뭐가 들어가 있는지 직관적으로 딱 보여서 좋네요 포장 열었는데 고 대로 들어가있네요 토너랑 에멀전이 본품이고 미니토너 에멀전 폼이 증정으로 들어가있어요 여행 가거나 급 필요할 때 사용할 수 있어서 최고네용 요새 미세먼지 때문에 피부 가끔 뒤집어지는데 트러블 고민 해결해주는 케어존 세트여서 바로 신청했어요 약산성이고 아미노바하 와 컴플렉스 를 함유해서 더욱 진정에 도움이 된대요 향을 맡아보니 시카향 같은 게 나네요 얼굴 바로 진정될 듯 용량도 넉넉하고 통이 유리가 아니라 플라스틱이라 좋아요 토너는 말할 것도 없이 촉촉하고 에멀젼이 무거우면 크림까지 바르기 좀 부담스러웠는데 이 케어존 에멀젼은 가볍고 수분감도 정말 촉촉하네요 끈적이지도 않고 저자극이라고 하던데 역시 자극도 전혀 없어요 아빠 사드렸더니 자극 전혀 없고 대용량인데다가 심지어 통이라 너무 만족해하면서 쓰고 있네요
1391,TFVuQlBFYzhZSzhvZTZTSVpISTdqQT09,저는 봄 가을 겨울에는 건성에 여름에만 기름이 좀 올라오는 복합성 피부 타입입니다 평소에도 건조함을 굉장히 잘 느꼈던 저에게는 정말 초등학생 때부터 제 피부에 맞는 스킨 토너 찾는 일이 쉽지 않았어요 한창 성장기에는 호르몬 분비가 활발하기 때문에 여드름이나 뾰루지 같은 각종 트러블과 좁쌀 피지 등이 과다분비 돼서 참 힘들었는데요 그러던 중에 이 싸이닉 더 심플 카밍 토너를 유튜브를 통해서 접하게 되었습니다 트러블이 많이 나신 분들은 아시겠지만 기초 제품을 선뜻 바꾸었다가 괜히 트러블이 나고 피부가 뒤집어질까 봐 두렵습니다 그렇지만 싸이닉 더 심플 카밍 토너는 다른 자극적인 토너들과 달리 무향에 유해 첨가물도 적거나 거의 없어요 그래서 믿고 오래 쓸 수 있었습니다 이 토너는 저같은 극극극 민감성에게도 나름 잘 맞고 보습도 적당하고 용량도 한두 달 씩은 쓸 수 있는 용량이라서 만족했어요 민감성 피부에게도 큰 문제 없이 잘 맞는 것 보면 토너들 중에서 많이 순한 편에 속하는 것 같아요 또한 저는 올리브영에 가서 직접 직원분께 순한 토너를 추천받았는데요 그 토너 중 하나가 이 싸이닉 더 심플 카밍 토너입니다 이 토너는 딱히 계절을 안 가리고 잘 사용할 수 있을 것 같은데요 굳이 추천 드리자면 봄 여름 가을 인 것 같아요 겨울에는 아무래도 이것만으로는 보습이 많이 부족할 수 있어요
1392,TFZ3OHdaMGVwVWtZSXhxUE1KalljQT09,아버지가 늘 사용하시는 제품입니다 중간에 다른 방문판매제품으로 사용해봤지만 다시 이 제품을 구입해달라고 하시네요 이 제품이 여드름용 제품이지만 아버지는 건성이시지만 그래도 이 제품이 보송하고 나름 보습도 충족이 되고 한 번에 스킨과로션을 사용하는 효과를 내기 때문에 편하게 사용하신다고 합니다 단종이 되지 않는 이상 계속 사용할 것 같습니다 벌써 몇 통째 구입해서 사용하는 지 모르겠습니다 급기야 이번에는 완전 대용량제품을 구입해서 사용합니다 이 제품은 이처럼 건조한 계절에 사용하기 정말 딱인 제품입니다 일단 물스킨이지만 그렇게 건조하지 않습니다 보습력이 좋습니다 그리고 스킨을 하는데 스킨을 하지 않아도 충분히 보습을 채워줍니다 그리고 무향이어서 더욱 좋고 단순한 용기도 좋은 것 같습니다 군더더기 없이 깔끔한 꼭 필요한 기능만 가지고 있는 제품인 것 같습니다
1393,TFg0Umc0aE9iTUFiUFdYa2ZDV290dz09,번질거리는 피부라서 여름엔 프레시 제품으로 구입하는데 매장에서 발라보고 가볍고 편해 바로 샀어요 여름까지 쭉 프레시 제품으로 사용하려구요
1394,TFh4RHRSWTUwblpzcFZNTTdUcy9ZZz09,원래 좀 민감한 피부라 트러블이 잘 생기곤 했는데 여태 쓸동안 트러블이 거의 없습니다 순하고 향도 그리 강하지 않아 좋습니다
1395,TFlIdGJKVlVBUU5ycjluKzlZNGJ2UT09,무난하게 사용하기 좋습니다 가성비 좋아서 막 쓰기 좋아요
1396,TG5WcmVOVW5Fbi94Q1BhcE5Xc1podz09,발림성이 좋고 보습력이 좋습니다 바르고나면 부드러워서 자기전에 아주 좋은거같습니다 세일할때 저렴하게 샀습니다
1397,TGJDYWdvU1V0ZG5RYmQ1em1lbVBPUT09,건성한텐 비추천 수분보단 피부결개선에 좋은거 같은 제품이네영
1398,TGJrQVFYN3YwVHY5RFRxWkVSZlQ4QT09,건성에 민감성 피부를 가지고 있어서 환절기에 정말 피부가 뒤집어 지는데 특히 가을에 토리든이 수분촉촉 으로 광고도 많이 나오고 베스트에 있기에 할인 마지막날 구매해 보았어요 인기가 많은 토너 인만큼 기대해봅니다 한달 후에 자세한 후기로 돌아오겠습니다 로즈워터 구매할때 토너가 똑 떨어져서 항상 요게 베스트에 있길래 구해 했본건데 향은 정말 진한 로즈향이나요 호불호가 있을것 같지만 저는 향긋하니 좋아요 이름처름 워터에요 정말 워 터리 해요 세안 후 닥토하고 한번더 촵퐙해줘요 그러다보니 이미 반통도 더 썻어용 피부가 건성민감 피부인데 로즈워터 사용후 빨게지지도 않고 따갑지도 않고 순한거 같아요 좋아요 가벼운 용도로 바르시기에 추천합니다 단 제형이 물이다 보니 크림으로 듬뿐 수분감을 줘야해요
1399,TGJreklBL1JmYTBLY1VJUU5BKy9vdz09,남자친구선물로 샀는데 잘쓰고있더라구여 자극없이순하구 올인원을썼는데 그건 건조하다해서 이제품으로 바꿨는데아주 괜찮다고합니다남자친구선물용이에여 어쩔지모르지만 우선은 대만족입니다
1400,TGZMOG1TZnFGRmMrSGQwY3BWQjdhUT09,지금 청초 패드는 공병을 만들었고 돈은 절반 가까이 사용하고 있는 중입니다 이 토너는 토너 자체로도 훌륭하지만 패드랑 같이 사용했을때 그 시너지가 정말 정말 좋습니다 차로 토너로 흡토하거나 패드로 가볍게 지나간단 느낌으로 닦토하고 머리를 말리는데 이때 패드 위에 토너를 채워 주면 아주 아주 촉촉한 팩이 됩니다 그래서 머리를 말리고 번 더 닥터를 해 주면 아주 그냥 피부가 수분을 머금고 있습니다 머리를 말리지 않을 때는 선풍기나 창문을 열어놓고 시원한 바람이 통하게 하면 시원한 피부를 느낄 수 있습니다
1401,TGdsekJqRkVod25mTnlVMFNLUVdEQT09,남자친구가 로션 필요하다고 해서 선물용으로 구매했어요 잘 사용하고 있고 얼굴에 트러블들이 조금씩 가라앉았다고 하네요 무엇보다 마무리감이 끈적이지 않아서 더더욱 만족스럽다고 하네요 잘 쓰고 있습니다
1402,TGpGNHlZbCs4Z0xtVFo4ZVJIbTA2QT09,면봉에 적신다음에 발라주거나 스킨에 한두방울 섞어서 발라주면 진정효과에 좋아요 얼굴뿐만아니라 몸에 뾰루지 났을때도 발라주면 잘 가라앉아요 원래 쓰고있다가 친구에게 선물하려고 구매했는데 진정에 되게 좋아요 면봉에 덜어서 바르면 다음날 되면 가라앉아있어요
1403,TGt1aW1YeVpjYTlJMjU2UFJaNHVDdz09,아빠가 꾸준히 사용하는 로션 세일기간에 저렴하게 구매했어요
1404,TGx6bi8vNUdoeHpvbFk2Yi9rSW5tUT09,동생이 사용한다고 사다달라고해서 사다줬는데 꾸준히 잘 사용하고 있는것 같어요처음이는 스킨이랑 같이 들어있는 기획제품으로 용량이 작은 걸 처음 썼었는데 생각보다 좋아서 구매하게되었어요
1405,TGxFbGlSYU8yZ1BDTklQRzF5c0ZMdz09,화해앱 위이고 복합성에 좋다고 해서 사용해봤는데 생각보다 맞지 않아 사용을 중단했습니다
1406,THA2aThWbUJMM0srY0ZiZHJnZC81Zz09,신랑이 피부가 민감성이에요 약하고 트러블도 잘나고 보습과 진정을 다 신경쓰지 않으면 얼굴에 티가 확나서 에스트라만 사용중입니다 하나만 발라도 당기지않고 수분감이 꽉 채워져요 저도 피부 컫디션 안좋을땐 에스트라만 바르는데 토너 에센스 로션 크림 다 사용해본 결과 만족도가 아주 높습니다
1407,THBWSVllNE9mNHFiQi84cGI3elNjQT09,최근에 염증성 여드름이 갑자기 올라와서 사용했는데 정말 좋아요 여드름이 금방 가라앉아요 당일 올라온 좁쌀같은 여드름에 두드리고 잤더니 다음날 가라앉아 있더라고요 염증성 여드름은 올라온지 며칠 지나서 그런지 금방 가라앉지는 않지만 매일 꾸준히 바르면서 여드름 연고도 사용하니까 조금씩 가라앉네요 그리고 냄새가 정말 강한데 저는 괜찮았어요 성능 너무 다 만족스러운데 사용법이 난감해요 따로 사용 설명서도 없이 제품만 와서 어떻게 사용해야 하나 했네요 저는 면봉을 입구에 꽂아서 사용하는데 이렇게 사용하는게 맞는지 잘모르겠네요 기울이면 나오네요 근데 나오기까지 조금 걸려요 안에서 작은 기포가 뽀그르 하면 나와요 이거 처음 사용할때 헷갈리니까 사용설명서 같은것도 같이 주면 좋겠어요
1408,THBuOXpwOHdaZ2lHL0pmNFkxTWhrdz09,자극없이 순하고 막 사용 할 수 있어서 좋아요 피부도 좋아지는 기분임하나는 성물하고 하나는 제가 사용하려고 두세트나 샀어요 패키지도 예쁘고 워낙 유명한제품이라 믿고 씀
1409,THZPNW51YUV6Tm84cmlxeFQydWcyUT09,보습스킨 용도로 사용 중이에요 특별히 좋은지도 특별히 나쁜지도 모르겠고 무난하게 쓰기 좋아요 그냥 물 같기도 하고 아주 순해요 평소 라로슈포제 제품이 잘 맞아서 구매했어요
1410,THdlV2VKTk9aeUVZeSttUGg4SXJZZz09,세일기간에 구매했구요 인플레이션시대에 적당한 용량이고 정말 무지커요 저처럼 건성인분들 쓰기 좋을것 같아요세일기간에 매장에서 용량에 반해 구매 했어요 딱히 맘에 든다기보단 저렴한데 용량이 많아서 정말 좋은 제품이예요 향도거의안나고 수분충전용으로샀기때문에 많이 만족합니다
1411,THhGRXZMZTdFcmI0eEV2UklpMXNkdz09,리필도 줘서 양이 진째 넉넉하도 냉장고에 안넣어도 시원한 느낌이라 진정되는 느씸 좋음 닥토로 아주 제격임
1412,THhuamgrN1hmL1RiZzV3RnBpWEN3UT09,세면대 필수템 세안후 바로 사용하는 촉촉한 스킨 출산 후 엄청 건조해져서 세면대에 올려두고 바로 사용할 제품을 찾다 구매했어요 평소에 바이오힐보 제품을 좋아하고 크림을 잘 사용했어서 스킨도 구매해보았어요 건조한 피부에 세번 펌핑해서 발라주면 피부 속 건조를 잡아주고 얼굴에도 광이 돌아 기분이 좋아요 손씻고 나서 틈틈이 펌핑해서 보습을 해주는데 스킨만 해도 속건조가 확 잡혀요 제품 용량에 비해 가격이 착하고 펌핑하는 패키징이 아주 편리해서 더욱 손이 잘가요 화장솜에 듬뿍 묻혀 붉어진 양쪽 볼에 올려두면 진정 효과도 좋아 멀티템으로 잘 사용하고 있습니다 보습력이 좋은 제품이라 여름에 산뜻한 마무리감은 아니지만 속보습을 포기할 수 없는 건성피부에게 추천해요
1413,THlTQWxtbjkwUU80U1crMlIzcDJGQT09,감사합니다 항상 올리브영 제품은 믿고 잘 사용하고 있습니다여드름도 없어지고 피부도 매끈해지고 정신도 맑아지는 느낌
1414,THlnODA4YTdPcXFpdDJURVRoM2hwZz09,한율은 제품 용기가 진짜 너어무 예뻐요 근데 성분도 착하길래 구매해 봤어요 디자인에 혹해서 산 게 큰데 크게 자극 없고 좋네요 건성인데도 건조함이 거의 없어요 제가 요즘 빠진 브랜드가 다 자연스러움을 추구하는 브랜드인데 그 중 하나가 한율이에요 한율 힌스 바이오던스 이런 브랜드요 쭉 사용해 보고 괜찮으면 정착할 예정입니다 피부염으로 고생하는 와중에 구매한 제품이에요 피부염이 심했던 터라 효과는 하나도 없었지만 완치되고 발라보니 순해서 자극이 하나도 없고 보습도 웬만큼 잘 돼요
1415,TS9Oa3JEdkxNbmRvTkQwVkJjcUJrdz09,순하고 자극 없으면서 촉촉한 수분감 전달되는 토너예요 지금까지 써본 토너 중에 젤 마음에 들어요 콧물 제형인데 부드럽게 스르륵 정돈이 되면서 피부 만져보면 피부가 뭔가 짱짱해진 그런 느낌이 드네요 가격도 괜찮아서 앞으로 이것만 정착할 듯 싶어요
